0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
-63.0,-3.0,-1.8,-5.7,-4.2,-4.5,-9.3,-3.3,-2.1,-2.4,-3.0,-2.4,-4.8,-4.8,-3.0,-3.6,-5.1,-7.2,-15.9,-20.4,-50.1,-33.9,-68.1,-86.4,-174.9,-264.3,-220.5,-132.6,-133.2,-267.9,-133.8,-2.4,-692.1,-1.5,-4.2,-2.4,-6.3,-8.1,-5.1,-60.6,-104.7,-53.4,-3.3,-1.5,-0.9,-0.9,-19.2,-1.5,-39.0,-0.6,-57.6,-79.5,-99.6,-122.4,-62.4,-61.8,-61.5,-1.5,-27.0,-3.0,-3.0,-2.1,-3.3,-7.8,-15.0,-12.3,-14.4,-15.3,-15.9,-24.9,-69.9,-17.7,-180.0,-235.8,-273.6,-274.2,-603.9,-739.8,-420.9,-558.0,-4.8,-2.4,-3.6,-2.7,-9.6,-13.8,-11.7,-12.3,-12.6,-6.3,-21.9,-7.2,-16.2,-43.2,-34.8,-36.9,-56.4,-57.0,-59.1,-147.0
3618.3,27.6,15.6,63.6,45.9,50.4,102.9,30.6,19.8,22.2,37.2,30.6,63.6,58.2,32.7,43.8,75.6,178.8,539.7,803.1,2240.1,1501.2,3376.5,5365.8,12092.7,19575.0,16363.5,9986.4,10252.8,20780.4,10520.4,17.4,60903.0,10.2,46.8,17.4,90.9,103.5,69.9,3041.7,5808.6,2940.9,26.7,6.9,3.9,3.9,906.6,41.1,1863.0,1.2,3362.7,5051.4,6438.9,8400.9,4449.0,4323.6,4261.8,12.9,1235.1,27.3,27.9,18.9,64.5,150.6,346.5,288.6,394.2,467.7,499.5,980.4,3483.0,762.3,12079.8,17203.8,22725.3,23273.7,53477.4,66552.9,37339.2,49691.7,60.0,24.9,41.7,45.0,249.6,385.5,334.2,358.8,365.1,179.1,745.2,237.0,643.2,1938.0,1573.2,1891.8,3042.3,3156.9,3525.9,-21598496.2
43062735.8,-252.0,-141.6,-627.3,-453.3,-503.7,-1018.2,-285.0,-212.4,-234.6,-477.6,-396.6,-820.8,-717.0,-342.3,-544.8,-1232.4,-4981.2,-17762.1,-28306.8,-83031.9,-55822.2,-133468.8,-252076.2,-601613.7,-1011039.6,-845851.5,-520499.4,-541005.0,-1103103.0,-562045.8,-124.8,-3525491.7,-72.6,-493.8,-124.8,-1092.3,-1148.7,-816.9,-131071.5,-256703.1,-129902.1,-203.7,-31.5,-17.7,-17.7,-35279.7,-1856.7,-73710.6,-2.4,-148083.9,-235197.3,-303122.4,-410586.6,-222871.2,-213847.8,-209524.2,-105.9,-46686.6,-248.4,-322.8,-240.3,-1234.5,-2796.3,-7055.7,-5950.2,-9067.2,-11944.8,-12943.8,-30835.8,-134384.4,-25679.7,-586731.0,-886782.6,-1276905.3,-1323452.7,-3118101.9,-3907039.2,-2180012.7,-2902591.8,-712.8,-329.7,-533.1,-1018.8,-6414.0,-10123.2,-8846.1,-9563.7,-9742.8,-4772.1,-21549.9,-6698.1,-20657.4,-67441.5,-55174.8,-72212.7,-120246.0,-126674.4,43066589.3,-3.02434995237e+23
6.04869990473e+23,2299.2,1291.2,5921.7,4286.4,4790.1,9646.5,2794.2,2427.6,2662.2,6148.8,5112.6,10545.6,8833.2,3614.7,7102.8,24511.2,152682.0,589983.9,969276.0,2912128.8,1964334.0,4905085.2,10541793.6,26027596.5,44712601.2,37419625.2,23137049.7,24219059.7,49562585.4,25343151.3,894.0,169145008.2,519.6,5053.8,894.0,11986.5,12005.7,8814.3,5251605.6,10346958.9,5239041.6,1514.7,143.7,80.7,80.7,1270988.1,72420.9,2705183.4,4.8,5793437.1,9538260.0,12385382.7,17170840.2,9461396.1,9006630.3,8792782.5,822.9,1657090.5,2534.1,4506.3,3686.7,23390.7,52392.9,139288.5,118366.8,195345.6,285855.0,311742.6,904077.0,4773854.4,791934.9,25080281.4,39554114.4,60401166.9,63048072.3,150908017.8,189489258.0,105600802.2,140277417.9,8746.8,5471.1,7962.9,25354.8,165070.8,262127.4,229683.6,248811.0,253583.1,124127.1,586337.7,179253.9,603939.0,2086839.0,1717428.0,2386302.0,-125569834.5,-125310057.3,6.04869990473e+23,-8.29883982993e+71
1.65976796599e+72,-20976.0,-11779.2,-54875.4,-39756.9,-44547.0,-89892.3,-29137.8,-28890.0,-31552.2,-79075.2,-65741.4,-135203.4,-110341.8,-40311.3,-106098.0,-613166.4,-4948316.4,-19812987.0,-32982405.9,-100404020.4,-67796917.8,-175314352.5,-414359833.8,-1045088929.2,-1819969192.5,-1523364073.2,-944690170.8,-993128290.2,-2036945565.0,-1043814592.8,-6403.2,-7336443090.0,-3721.2,-50591.4,-6403.2,-125018.7,-121352.7,-90938.1,-201249741.9,-396992608.8,-201120369.3,-11102.1,-655.5,-368.1,-368.1,-44383595.4,-2614406.7,-95902081.8,-9.6,-213669895.2,-359943008.4,-469705495.5,-660671245.2,-367405669.5,-348028111.5,-339021481.2,-6189.9,-57565827.9,-30771.0,-72484.2,-62909.7,-446272.5,-996419.7,-2736539.1,-2337048.0,-4118280.0,-6778735.8,-7402221.0,-26469267.6,-166887590.4,-24099588.9,-1011385401.0,-1642912362.6,-2609213318.7,-2735309463.3,-6612671865.0,-8295678241.8,-4629953580.6,-6123504606.3,-118726.8,-109971.3,-143390.7,-647341.2,-4252351.2,-6764239.2,-5931834.9,-6429456.9,-6553584.0,-3207291.9,-15547973.4,-4698221.4,-16835247.0,-60589876.5,-50085414.0,316299549.9,-1.81460997142e+24,-1.81460997142e+24,1.65976796599e+72,-1.71464178349e+217
3.42928356699e+217,191366.4,107462.4,504291.9,365512.5,410059.5,833847.6,321939.0,353281.2,384833.4,1015264.8,843780.6,1732161.6,1433661.6,512845.5,2024166.0,18095448.0,164870020.8,670578076.8,1122457341.6,3445848234.3,2324588475.0,6188928312.6,15685942103.4,40122332143.2,70492313748.6,59009404311.9,36663192130.5,38649448710.9,79386545817.0,40737077896.5,45861.6,300157808152.0,26652.0,498264.6,45861.6,1263821.7,1201168.5,912601.5,7492097563.5,14780413675.5,7490800328.7,80671.5,2990.1,1679.1,1679.1,1530679743.9,91381616.7,3343163199.3,19.2,7633918950.6,13047245399.4,17080414040.1,24241164016.5,13557317182.8,12803128285.8,12455100174.3,45686.1,1985941332.0,445839.3,1276842.3,1142816.1,8608733.7,19213553.7,54011915.1,46295726.4,87012480.0,165173312.4,179977754.4,802931083.2,5901315838.8,752939292.3,39671150118.6,65728034721.0,107083311477.0,112553930403.0,273792927144.0,342409154795.0,191763617364.0,252084734140.0,1896423.6,2509391.1,3033626.1,16641100.8,109580605.2,174394414.2,152968696.8,165827610.6,169034902.5,82720178.1,407435976.0,122108892.6,457012577.4,138264776.4,-150831388.8,5.44382991426e+24,-4.97930389796e+72,-4.97930389796e+72,3.42928356699e+217,-inf
inf,-1745856.0,-980390.4,-4616442.9,-3346685.4,-3756744.9,-7747308.3,-3729592.2,-4396234.8,-4781068.2,-13020235.2,-10818221.4,-22226323.8,-20375763.0,-8365894.5,-50387274.0,-581188232.4,-5565627661.2,-22809956178.9,-38262124284.3,-118183077361.0,-79559640626.7,-217042084379.0,-579303561454.0,-1.49612466442e+12,-2.64441527019e+12,-2.21377886197e+12,-1.37720242329e+12,-1.45450132071e+12,-2.99047693481e+12,-1.53597547651e+12,-328473.6,-1.18582971788e+13,-190888.8,-4849175.4,-328473.6,-12516960.3,-11723598.3,-8992787.7,-273480287191.0,-539443732387.0,-273467508372.0,-583060.5,-13639.5,-7659.3,-7659.3,-52539345448.5,-3152741142.9,-115573427684.0,-38.4,-267936324041.0,-462075799473.0,-606135580810.0,-865020945762.0,-485463510548.0,-457594687285.0,-444791558999.0,-333386.7,-68375264535.9,-7380326.4,-23706115.2,-21537594.3,-167988531.9,-375152712.3,-1076619460.5,-925848396.0,-1877187969.6,-4256372335.2,-4616327844.0,-25652858152.8,-212812187551.0,-24579093237.3,-1.53551091652e+12,-2.57662803959e+12,-4.26604581302e+12,-4.49115367383e+12,-1.09659836013e+13,-1.36486956466e+13,-7.6818598695e+12,-1.0022174081e+13,-36294987.6,-61244322.9,-71104422.3,-428588420.4,-2824112916.0,-4495096870.8,-3943092410.7,-4274747631.9,-4357467810.0,-2132369250.9,-10613058158.1,-3162079403.7,-9098546039.4,-2.1775319657e+25,-2.1775319657e+25,1.49379116939e+73,-1.0287850701e+218,-1.0287850701e+218,inf,nan
nan,15927628.8,8944204.8,42183994.8,30584127.9,34340872.8,72384185.1,44743560.6,55312359.6,60093427.8,167026706.4,138784222.2,287125986.0,343785385.2,186374581.5,1498163686.8,19357423135.2,189102803256.0,778374750952.0,1.30653946104e+12,4.05497785787e+12,2.72272659564e+12,7.57947860621e+12,2.10305141822e+13,5.4686863608e+13,9.70679827267e+13,8.12638950952e+13,5.05997949983e+13,5.35087976397e+13,1.10089547218e+14,5.65807485927e+13,2352619.2,4.58644844483e+14,1367198.4,46783241.4,2352619.2,122242721.7,113310266.1,87510450.3,9.84475053923e+12,1.94157813919e+13,9.84462619933e+12,4200074.7,62217.3,34938.3,34938.3,1.80057290773e+12,108231432117.0,3.97880566348e+12,76.8,9.30963803141e+12,1.61440758237e+13,2.12038092738e+13,3.0362455363e+13,1.7076008208e+13,1.60772123636e+13,1.56196176764e+13,2415954.9,2.35305447146e+12,132600856.5,453817267.5,415350499.5,3318894845.1,7419820689.9,21794765349.3,18811847568.0,42188811835.2,118427475276.0,127660130964.0,863789718485.0,7.81839408346e+12,839833973329.0,5.90534731023e+13,9.98821452107e+13,1.67022726285e+14,1.76005033632e+14,4.30686291216e+14,5.32818381782e+14,3.01722393109e+14,3.90206044351e+14,800034682.8,1542088205.1,1756887024.9,11043869270.4,72785173162.8,115855335820.0,101629946236.0,110179441499.0,112311810750.0,54960635917.5,266189590969.0,81739370552.7,4.35506393141e+25,-5.97516467755e+73,-5.97516467755e+73,3.08635521029e+218,-inf,-inf,nan,nan
nan,-145309440.0,-81598924.8,-385140328.5,-279245818.5,-313586691.3,-682319631.0,-549804229.8,-701191959.6,-761285387.4,-2150664182.4,-1788368285.4,-3781737733.8,-7372143057.0,-5252589610.5,-48449326717.2,-654472582756.0,-6.4479388367e+12,-2.66175607489e+13,-4.46806264044e+13,-1.39208086269e+14,-9.32247189339e+13,-2.63881642698e+14,-7.54088694216e+14,-1.97071652815e+15,-3.50866822355e+15,-2.93748791099e+15,-1.83023380427e+15,-1.93725139955e+15,-3.98766430335e+15,-2.05041289674e+15,-16850112.0,-1.75123797782e+16,-9792254.4,-448468521.0,-16850112.0,-1182105847.5,-1087524565.5,-844053921.3,-3.50805347782e+14,-6.91763645635e+14,-3.50804148518e+14,-30191730.9,-283807.5,-159372.9,-159372.9,-6.16916639329e+13,-3.70937724774e+12,-1.36702536011e+14,-153.6,-3.21625935087e+14,-5.59599659436e+14,-7.35545357571e+14,-1.05539502029e+15,-5.94316355101e+14,-5.59165542841e+14,-5.43088330477e+14,-17432133.9,-8.0973278476e+13,-2495473905.0,-8868061882.2,-8149042901.7,-66578214980.1,-149077757177.0,-451960585966.0,-392020160676.0,-1.01076180866e+12,-3.58366565274e+12,-3.83898591467e+12,-3.03816855691e+13,-2.91376095807e+14,-2.9813670085e+13,-2.2640841468e+15,-3.84791348248e+15,-6.47301781004e+15,-6.8250278773e+15,-1.67207823835e+16,-2.05430706022e+16,-1.17138520994e+16,-1.50033281627e+16,-19166580742.8,-39357941792.1,-44471785207.5,-284618735111.0,-1.87588963742e+12,-2.9859661043e+12,-2.61934485461e+12,-2.83970373761e+12,-2.89466437353e+12,-1.4165242301e+12,-1.30651917942e+26,-2.09225869592e+12,1.19503293551e+74,-1.23454208412e+219,-1.23454208412e+219,inf,nan,nan,nan,nan
